year,importer1,importer2,flow1,flow2
1985,All Other Trade,All Other Trade,0.06,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.06,
1985,All Other Trade,All Other Trade,0.06,
1985,All Other Trade,All Other Trade,0.04,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.06,
1985,All Other Trade,All Other Trade,0.06,
1985,All Other Trade,All Other Trade,0.06,
1985,All Other Trade,All Other Trade,0.06,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0.06,
1985,All Other Trade,All Other Trade,0.06,
1985,All Other Trade,All Other Trade,0.06,
1985,All Other Trade,All Other Trade,0.06,
1985,All Other Trade,All Other Trade,0.06,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.06,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.06,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.06,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.06,
1985,All Other Trade,All Other Trade,0.06,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.06,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.06,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.0479116,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.05,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.05,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.05,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.05,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.05,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.05,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.05,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.05,
1985,All Other Trade,All Other Trade,0.05,
1985,All Other Trade,All Other Trade,0.05,
1985,All Other Trade,All Other Trade,0.05,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.05,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.05,
1985,All Other Trade,All Other Trade,0.05,
1985,All Other Trade,All Other Trade,0.05,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.05,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.05,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.05,
1985,All Other Trade,All Other Trade,0.05,
1985,All Other Trade,All Other Trade,0.05,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.05,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.05,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.05,
1985,All Other Trade,All Other Trade,0.05,
1985,All Other Trade,All Other Trade,0.05,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.05,
1985,All Other Trade,All Other Trade,0.05,
1985,All Other Trade,All Other Trade,0.05,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0.04,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.04,
1985,All Other Trade,All Other Trade,0.04,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.04,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0.04,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0.04,
1985,All Other Trade,All Other Trade,0.04,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0.04,
1985,All Other Trade,All Other Trade,0.0479116,
1985,All Other Trade,All Other Trade,0.0479116,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.04,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.04,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.04,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.04,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.04,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.04,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.04,
1985,All Other Trade,All Other Trade,0.04,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.04,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0.04,
1985,All Other Trade,All Other Trade,0.04,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.04,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.04,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.04,
1985,All Other Trade,All Other Trade,0.04,
1985,All Other Trade,All Other Trade,0.04,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.04,
1985,All Other Trade,All Other Trade,0.04,
1985,All Other Trade,All Other Trade,0.04,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.04,
1985,All Other Trade,All Other Trade,0.04,
1985,All Other Trade,All Other Trade,0.04,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.04,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.04,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.04,
1985,All Other Trade,All Other Trade,0.04,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.04,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0.04,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0.04,
1985,All Other Trade,All Other Trade,0.0167691,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0.03,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.02,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.0105405,
1985,All Other Trade,All Other Trade,0.0095823,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0.01,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
1985,All Other Trade,All Other Trade,0,
