year,importer1,importer2,flow1,flow2
1995,North Maalhosmadulu (R),South Maalhosmadulu (B),19,103
1995,North Maalhosmadulu (R),Faadhippolhu (Lh),8,72
1995,North Maalhosmadulu (R),Male' Atoll (K),3,224
1995,North Maalhosmadulu (R),North Ari Atoll (AA),1,41
1995,North Maalhosmadulu (R),South Ari Atoll (ADh),0,29
1995,North Maalhosmadulu (R),Felidhu Atoll (V),1,8
1995,North Maalhosmadulu (R),Mulakatholhu (M),4,3
1995,North Maalhosmadulu (R),North Nilandhe Atoll (F),1,0
1995,North Maalhosmadulu (R),South Nilandhe Atoll (Dh),0,2
1995,North Maalhosmadulu (R),Kolhumadulu (Th),17,16
1995,North Maalhosmadulu (R),Hadhdhunmathi (L),8,8
1995,North Maalhosmadulu (R),North Huvadhu Atoll (GA),3,18
1995,North Maalhosmadulu (R),South Huvadhu Atoll (GDh),9,4
1995,North Maalhosmadulu (R),Gnaviyani (Gn),2,0
1995,North Maalhosmadulu (R),Addu (S),4,4
1995,South Maalhosmadulu (B),Faadhippolhu (Lh),20,30
1995,South Maalhosmadulu (B),Male' Atoll (K),7,138
1995,South Maalhosmadulu (B),North Ari Atoll (AA),13,51
1995,South Maalhosmadulu (B),South Ari Atoll (ADh),8,48
1995,South Maalhosmadulu (B),Felidhu Atoll (V),4,7
1995,South Maalhosmadulu (B),Mulakatholhu (M),5,6
1995,South Maalhosmadulu (B),North Nilandhe Atoll (F),1,2
1995,South Maalhosmadulu (B),South Nilandhe Atoll (Dh),2,0
1995,South Maalhosmadulu (B),Kolhumadulu (Th),18,9
1995,South Maalhosmadulu (B),Hadhdhunmathi (L),7,5
1995,South Maalhosmadulu (B),North Huvadhu Atoll (GA),9,3
1995,South Maalhosmadulu (B),South Huvadhu Atoll (GDh),3,2
1995,South Maalhosmadulu (B),Gnaviyani (Gn),4,6
1995,South Maalhosmadulu (B),Addu (S),30,5
1995,Faadhippolhu (Lh),Male' Atoll (K),23,127
1995,Faadhippolhu (Lh),North Ari Atoll (AA),3,12
1995,Faadhippolhu (Lh),South Ari Atoll (ADh),0,15
1995,Faadhippolhu (Lh),Felidhu Atoll (V),1,7
1995,Faadhippolhu (Lh),Mulakatholhu (M),6,10
1995,Faadhippolhu (Lh),North Nilandhe Atoll (F),0,0
1995,Faadhippolhu (Lh),South Nilandhe Atoll (Dh),0,9
1995,Faadhippolhu (Lh),Kolhumadulu (Th),7,24
1995,Faadhippolhu (Lh),Hadhdhunmathi (L),1,5
1995,Faadhippolhu (Lh),North Huvadhu Atoll (GA),4,30
1995,Faadhippolhu (Lh),South Huvadhu Atoll (GDh),10,27
1995,Faadhippolhu (Lh),Gnaviyani (Gn),8,4
1995,Faadhippolhu (Lh),Addu (S),15,16
1995,Male' Atoll (K),North Ari Atoll (AA),21,13
1995,Male' Atoll (K),South Ari Atoll (ADh),72,11
1995,Male' Atoll (K),Felidhu Atoll (V),28,2
1995,Male' Atoll (K),Mulakatholhu (M),55,12
1995,Male' Atoll (K),North Nilandhe Atoll (F),16,4
1995,Male' Atoll (K),South Nilandhe Atoll (Dh),54,3
1995,Male' Atoll (K),Kolhumadulu (Th),89,7
1995,Male' Atoll (K),Hadhdhunmathi (L),51,0
1995,Male' Atoll (K),North Huvadhu Atoll (GA),132,3
1995,Male' Atoll (K),South Huvadhu Atoll (GDh),190,3
1995,Male' Atoll (K),Gnaviyani (Gn),223,1
1995,Male' Atoll (K),Addu (S),1374,6
1995,North Ari Atoll (AA),South Ari Atoll (ADh),121,62
1995,North Ari Atoll (AA),Felidhu Atoll (V),0,2
1995,North Ari Atoll (AA),Mulakatholhu (M),5,0
1995,North Ari Atoll (AA),North Nilandhe Atoll (F),6,1
1995,North Ari Atoll (AA),South Nilandhe Atoll (Dh),11,0
1995,North Ari Atoll (AA),Kolhumadulu (Th),8,0
1995,North Ari Atoll (AA),Hadhdhunmathi (L),7,0
1995,North Ari Atoll (AA),North Huvadhu Atoll (GA),14,0
1995,North Ari Atoll (AA),South Huvadhu Atoll (GDh),10,1
1995,North Ari Atoll (AA),Gnaviyani (Gn),58,1
1995,North Ari Atoll (AA),Addu (S),186,0
1995,South Ari Atoll (ADh),Felidhu Atoll (V),11,8
1995,South Ari Atoll (ADh),Mulakatholhu (M),6,8
1995,South Ari Atoll (ADh),North Nilandhe Atoll (F),4,0
1995,South Ari Atoll (ADh),South Nilandhe Atoll (Dh),24,1
1995,South Ari Atoll (ADh),Kolhumadulu (Th),11,4
1995,South Ari Atoll (ADh),Hadhdhunmathi (L),14,5
1995,South Ari Atoll (ADh),North Huvadhu Atoll (GA),21,3
1995,South Ari Atoll (ADh),South Huvadhu Atoll (GDh),47,1
1995,South Ari Atoll (ADh),Gnaviyani (Gn),47,1
1995,South Ari Atoll (ADh),Addu (S),252,1
1995,Felidhu Atoll (V),Mulakatholhu (M),13,15
1995,Felidhu Atoll (V),North Nilandhe Atoll (F),25,1
1995,Felidhu Atoll (V),South Nilandhe Atoll (Dh),0,3
1995,Felidhu Atoll (V),Kolhumadulu (Th),7,0
1995,Felidhu Atoll (V),Hadhdhunmathi (L),5,0
1995,Felidhu Atoll (V),North Huvadhu Atoll (GA),0,2
1995,Felidhu Atoll (V),South Huvadhu Atoll (GDh),1,4
1995,Felidhu Atoll (V),Gnaviyani (Gn),0,3
1995,Felidhu Atoll (V),Addu (S),3,3
1995,Mulakatholhu (M),North Nilandhe Atoll (F),9,0
1995,Mulakatholhu (M),South Nilandhe Atoll (Dh),15,3
1995,Mulakatholhu (M),Kolhumadulu (Th),36,14
1995,Mulakatholhu (M),Hadhdhunmathi (L),9,2
1995,Mulakatholhu (M),North Huvadhu Atoll (GA),7,12
1995,Mulakatholhu (M),South Huvadhu Atoll (GDh),4,1
1995,Mulakatholhu (M),Gnaviyani (Gn),2,3
1995,Mulakatholhu (M),Addu (S),3,9
1995,North Nilandhe Atoll (F),South Nilandhe Atoll (Dh),5,8
1995,North Nilandhe Atoll (F),Kolhumadulu (Th),9,0
1995,North Nilandhe Atoll (F),Hadhdhunmathi (L),1,1
1995,North Nilandhe Atoll (F),North Huvadhu Atoll (GA),3,0
1995,North Nilandhe Atoll (F),South Huvadhu Atoll (GDh),7,1
1995,North Nilandhe Atoll (F),Gnaviyani (Gn),0,0
1995,North Nilandhe Atoll (F),Addu (S),5,4
1995,South Nilandhe Atoll (Dh),Kolhumadulu (Th),6,15
1995,South Nilandhe Atoll (Dh),Hadhdhunmathi (L),11,4
1995,South Nilandhe Atoll (Dh),North Huvadhu Atoll (GA),0,0
1995,South Nilandhe Atoll (Dh),South Huvadhu Atoll (GDh),6,3
1995,South Nilandhe Atoll (Dh),Gnaviyani (Gn),0,0
1995,South Nilandhe Atoll (Dh),Addu (S),3,3
1995,Kolhumadulu (Th),Hadhdhunmathi (L),128,27
1995,Kolhumadulu (Th),North Huvadhu Atoll (GA),16,8
1995,Kolhumadulu (Th),South Huvadhu Atoll (GDh),13,5
1995,Kolhumadulu (Th),Gnaviyani (Gn),4,6
1995,Kolhumadulu (Th),Addu (S),5,3
1995,Hadhdhunmathi (L),North Huvadhu Atoll (GA),2,40
1995,Hadhdhunmathi (L),South Huvadhu Atoll (GDh),14,30
1995,Hadhdhunmathi (L),Gnaviyani (Gn),2,1
1995,Hadhdhunmathi (L),Addu (S),7,8
1995,North Huvadhu Atoll (GA),South Huvadhu Atoll (GDh),76,144
1995,North Huvadhu Atoll (GA),Gnaviyani (Gn),10,15
1995,North Huvadhu Atoll (GA),Addu (S),30,56
1995,South Huvadhu Atoll (GDh),Gnaviyani (Gn),20,62
1995,South Huvadhu Atoll (GDh),Addu (S),51,111
1995,Gnaviyani (Gn),Addu (S),67,73
2000,Male' ,North Thiladhunmathi (HA),2577,115
2000,Male' ,South Thiladhunmathi (HDh),2194,142
2000,Male' ,North Miladhunmadulu (Sh),980,39
2000,Male' ,South Miladhunmadulu (N),1565,78
2000,Male' ,North Maalhosmadulu (R),1913,107
2000,Male' ,South Maalhosmadulu (B),1600,104
2000,Male' ,Faadhippolhu (Lh),1494,105
2000,Male' ,Male' Atoll (K),932,672
2000,Male' ,North Ari Atoll (AA),694,76
2000,Male' ,South Ari Atoll (ADh),684,111
2000,Male' ,Felidhu Atoll (V),392,35
2000,Male' ,Mulakatholhu (M),938,54
2000,Male' ,North Nilandhe Atoll (F),397,14
2000,Male' ,South Nilandhe Atoll (Dh),959,54
2000,Male' ,Kolhumadulu (Th),2728,102
2000,Male' ,Hadhdhunmathi (L),1218,120
2000,Male' ,North Huvadhu Atoll (GA),1932,45
2000,Male' ,South Huvadhu Atoll (GDh),3854,85
2000,Male' ,Gnaviyani (Gn),1007,40
2000,Male' ,Addu (S),4826,100
2000,North Thiladhunmathi (HA),South Thiladhunmathi (HDh),80,135
2000,North Thiladhunmathi (HA),North Miladhunmadulu (Sh),17,8
2000,North Thiladhunmathi (HA),South Miladhunmadulu (N),26,24
2000,North Thiladhunmathi (HA),North Maalhosmadulu (R),18,12
2000,North Thiladhunmathi (HA),South Maalhosmadulu (B),7,31
2000,North Thiladhunmathi (HA),Faadhippolhu (Lh),19,42
2000,North Thiladhunmathi (HA),Male' Atoll (K),5,415
2000,North Thiladhunmathi (HA),North Ari Atoll (AA),2,61
2000,North Thiladhunmathi (HA),South Ari Atoll (ADh),35,66
2000,North Thiladhunmathi (HA),Felidhu Atoll (V),0,14
2000,North Thiladhunmathi (HA),Mulakatholhu (M),7,9
2000,North Thiladhunmathi (HA),North Nilandhe Atoll (F),6,12
2000,North Thiladhunmathi (HA),South Nilandhe Atoll (Dh),2,17
2000,North Thiladhunmathi (HA),Kolhumadulu (Th),7,13
2000,North Thiladhunmathi (HA),Hadhdhunmathi (L),11,19
2000,North Thiladhunmathi (HA),North Huvadhu Atoll (GA),8,4
2000,North Thiladhunmathi (HA),South Huvadhu Atoll (GDh),29,8
2000,North Thiladhunmathi (HA),Gnaviyani (Gn),4,1
2000,North Thiladhunmathi (HA),Addu (S),25,19
2000,South Thiladhunmathi (HDh),North Miladhunmadulu (Sh),60,75
2000,South Thiladhunmathi (HDh),South Miladhunmadulu (N),15,13
2000,South Thiladhunmathi (HDh),North Maalhosmadulu (R),57,26
2000,South Thiladhunmathi (HDh),South Maalhosmadulu (B),18,45
2000,South Thiladhunmathi (HDh),Faadhippolhu (Lh),15,76
2000,South Thiladhunmathi (HDh),Male' Atoll (K),12,504
2000,South Thiladhunmathi (HDh),North Ari Atoll (AA),2,69
2000,South Thiladhunmathi (HDh),South Ari Atoll (ADh),0,73
2000,South Thiladhunmathi (HDh),Felidhu Atoll (V),2,12
2000,South Thiladhunmathi (HDh),Mulakatholhu (M),10,11
2000,South Thiladhunmathi (HDh),North Nilandhe Atoll (F),2,4
2000,South Thiladhunmathi (HDh),South Nilandhe Atoll (Dh),6,13
2000,South Thiladhunmathi (HDh),Kolhumadulu (Th),12,23
2000,South Thiladhunmathi (HDh),Hadhdhunmathi (L),11,7
2000,South Thiladhunmathi (HDh),North Huvadhu Atoll (GA),4,4
2000,South Thiladhunmathi (HDh),South Huvadhu Atoll (GDh),20,19
2000,South Thiladhunmathi (HDh),Gnaviyani (Gn),7,11
2000,South Thiladhunmathi (HDh),Addu (S),31,13
2000,North Miladhunmadulu (Sh),South Miladhunmadulu (N),30,80
2000,North Miladhunmadulu (Sh),North Maalhosmadulu (R),72,50
2000,North Miladhunmadulu (Sh),South Maalhosmadulu (B),2,44
2000,North Miladhunmadulu (Sh),Faadhippolhu (Lh),13,100
2000,North Miladhunmadulu (Sh),Male' Atoll (K),3,290
2000,North Miladhunmadulu (Sh),North Ari Atoll (AA),5,34
2000,North Miladhunmadulu (Sh),South Ari Atoll (ADh),1,66
2000,North Miladhunmadulu (Sh),Felidhu Atoll (V),2,6
2000,North Miladhunmadulu (Sh),Mulakatholhu (M),9,0
2000,North Miladhunmadulu (Sh),North Nilandhe Atoll (F),0,4
2000,North Miladhunmadulu (Sh),South Nilandhe Atoll (Dh),1,10
2000,North Miladhunmadulu (Sh),Kolhumadulu (Th),11,9
2000,North Miladhunmadulu (Sh),Hadhdhunmathi (L),2,4
2000,North Miladhunmadulu (Sh),North Huvadhu Atoll (GA),10,5
2000,North Miladhunmadulu (Sh),South Huvadhu Atoll (GDh),10,7
2000,North Miladhunmadulu (Sh),Gnaviyani (Gn),11,2
2000,North Miladhunmadulu (Sh),Addu (S),17,3
2000,South Miladhunmadulu (N),North Maalhosmadulu (R),51,50
2000,South Miladhunmadulu (N),South Maalhosmadulu (B),13,24
2000,South Miladhunmadulu (N),Faadhippolhu (Lh),57,263
2000,South Miladhunmadulu (N),Male' Atoll (K),9,284
2000,South Miladhunmadulu (N),North Ari Atoll (AA),1,22
2000,South Miladhunmadulu (N),South Ari Atoll (ADh),2,65
2000,South Miladhunmadulu (N),Felidhu Atoll (V),0,15
2000,South Miladhunmadulu (N),Mulakatholhu (M),6,9
2000,South Miladhunmadulu (N),North Nilandhe Atoll (F),1,1
2000,South Miladhunmadulu (N),South Nilandhe Atoll (Dh),9,27
2000,South Miladhunmadulu (N),Kolhumadulu (Th),13,29
2000,South Miladhunmadulu (N),Hadhdhunmathi (L),7,21
2000,South Miladhunmadulu (N),North Huvadhu Atoll (GA),5,4
2000,South Miladhunmadulu (N),South Huvadhu Atoll (GDh),21,9
2000,South Miladhunmadulu (N),Gnaviyani (Gn),4,3
2000,South Miladhunmadulu (N),Addu (S),12,11
2000,North Maalhosmadulu (R),South Maalhosmadulu (B),49,163
2000,North Maalhosmadulu (R),Faadhippolhu (Lh),23,160
2000,North Maalhosmadulu (R),Male' Atoll (K),5,225
2000,North Maalhosmadulu (R),North Ari Atoll (AA),3,45
2000,North Maalhosmadulu (R),South Ari Atoll (ADh),17,45
2000,North Maalhosmadulu (R),Felidhu Atoll (V),0,37
2000,North Maalhosmadulu (R),Mulakatholhu (M),10,8
2000,North Maalhosmadulu (R),North Nilandhe Atoll (F),3,2
2000,North Maalhosmadulu (R),South Nilandhe Atoll (Dh),5,4
2000,North Maalhosmadulu (R),Kolhumadulu (Th),23,12
2000,North Maalhosmadulu (R),Hadhdhunmathi (L),8,15
2000,North Maalhosmadulu (R),North Huvadhu Atoll (GA),8,17
2000,North Maalhosmadulu (R),South Huvadhu Atoll (GDh),20,2
2000,North Maalhosmadulu (R),Gnaviyani (Gn),10,5
2000,North Maalhosmadulu (R),Addu (S),17,21
2000,South Maalhosmadulu (B),Faadhippolhu (Lh),17,57
2000,South Maalhosmadulu (B),Male' Atoll (K),27,126
2000,South Maalhosmadulu (B),North Ari Atoll (AA),18,50
2000,South Maalhosmadulu (B),South Ari Atoll (ADh),3,45
2000,South Maalhosmadulu (B),Felidhu Atoll (V),4,13
2000,South Maalhosmadulu (B),Mulakatholhu (M),13,8
2000,South Maalhosmadulu (B),North Nilandhe Atoll (F),13,5
2000,South Maalhosmadulu (B),South Nilandhe Atoll (Dh),6,4
2000,South Maalhosmadulu (B),Kolhumadulu (Th),9,17
2000,South Maalhosmadulu (B),Hadhdhunmathi (L),15,10
2000,South Maalhosmadulu (B),North Huvadhu Atoll (GA),11,4
2000,South Maalhosmadulu (B),South Huvadhu Atoll (GDh),18,8
2000,South Maalhosmadulu (B),Gnaviyani (Gn),34,5
2000,South Maalhosmadulu (B),Addu (S),75,5
2000,Faadhippolhu (Lh),Male' Atoll (K),18,184
2000,Faadhippolhu (Lh),North Ari Atoll (AA),8,22
2000,Faadhippolhu (Lh),South Ari Atoll (ADh),3,23
2000,Faadhippolhu (Lh),Felidhu Atoll (V),3,10
2000,Faadhippolhu (Lh),Mulakatholhu (M),2,12
2000,Faadhippolhu (Lh),North Nilandhe Atoll (F),0,6
2000,Faadhippolhu (Lh),South Nilandhe Atoll (Dh),1,6
2000,Faadhippolhu (Lh),Kolhumadulu (Th),23,15
2000,Faadhippolhu (Lh),Hadhdhunmathi (L),19,20
2000,Faadhippolhu (Lh),North Huvadhu Atoll (GA),9,9
2000,Faadhippolhu (Lh),South Huvadhu Atoll (GDh),22,23
2000,Faadhippolhu (Lh),Gnaviyani (Gn),33,6
2000,Faadhippolhu (Lh),Addu (S),83,11
2000,Male' Atoll (K),North Ari Atoll (AA),52,24
2000,Male' Atoll (K),South Ari Atoll (ADh),57,23
2000,Male' Atoll (K),Felidhu Atoll (V),29,11
2000,Male' Atoll (K),Mulakatholhu (M),69,10
2000,Male' Atoll (K),North Nilandhe Atoll (F),19,5
2000,Male' Atoll (K),South Nilandhe Atoll (Dh),70,6
2000,Male' Atoll (K),Kolhumadulu (Th),174,5
2000,Male' Atoll (K),Hadhdhunmathi (L),88,5
2000,Male' Atoll (K),North Huvadhu Atoll (GA),155,7
2000,Male' Atoll (K),South Huvadhu Atoll (GDh),285,6
2000,Male' Atoll (K),Gnaviyani (Gn),300,2
2000,Male' Atoll (K),Addu (S),1488,9
2000,North Ari Atoll (AA),South Ari Atoll (ADh),81,122
2000,North Ari Atoll (AA),Felidhu Atoll (V),8,2
2000,North Ari Atoll (AA),Mulakatholhu (M),9,6
2000,North Ari Atoll (AA),North Nilandhe Atoll (F),14,4
2000,North Ari Atoll (AA),South Nilandhe Atoll (Dh),10,1
2000,North Ari Atoll (AA),Kolhumadulu (Th),11,0
2000,North Ari Atoll (AA),Hadhdhunmathi (L),17,2
2000,North Ari Atoll (AA),North Huvadhu Atoll (GA),9,0
2000,North Ari Atoll (AA),South Huvadhu Atoll (GDh),33,2
2000,North Ari Atoll (AA),Gnaviyani (Gn),53,0
2000,North Ari Atoll (AA),Addu (S),184,8
2000,South Ari Atoll (ADh),Felidhu Atoll (V),19,21
2000,South Ari Atoll (ADh),Mulakatholhu (M),13,0
2000,South Ari Atoll (ADh),North Nilandhe Atoll (F),9,21
2000,South Ari Atoll (ADh),South Nilandhe Atoll (Dh),51,11
2000,South Ari Atoll (ADh),Kolhumadulu (Th),15,5
2000,South Ari Atoll (ADh),Hadhdhunmathi (L),10,1
2000,South Ari Atoll (ADh),North Huvadhu Atoll (GA),32,0
2000,South Ari Atoll (ADh),South Huvadhu Atoll (GDh),41,6
2000,South Ari Atoll (ADh),Gnaviyani (Gn),74,5
2000,South Ari Atoll (ADh),Addu (S),295,3
2000,Felidhu Atoll (V),Mulakatholhu (M),14,13
2000,Felidhu Atoll (V),North Nilandhe Atoll (F),8,7
2000,Felidhu Atoll (V),South Nilandhe Atoll (Dh),11,4
2000,Felidhu Atoll (V),Kolhumadulu (Th),8,1
2000,Felidhu Atoll (V),Hadhdhunmathi (L),7,4
2000,Felidhu Atoll (V),North Huvadhu Atoll (GA),0,1
2000,Felidhu Atoll (V),South Huvadhu Atoll (GDh),3,2
2000,Felidhu Atoll (V),Gnaviyani (Gn),3,3
2000,Felidhu Atoll (V),Addu (S),12,1
2000,Mulakatholhu (M),North Nilandhe Atoll (F),13,5
2000,Mulakatholhu (M),South Nilandhe Atoll (Dh),38,26
2000,Mulakatholhu (M),Kolhumadulu (Th),58,18
2000,Mulakatholhu (M),Hadhdhunmathi (L),46,10
2000,Mulakatholhu (M),North Huvadhu Atoll (GA),4,2
2000,Mulakatholhu (M),South Huvadhu Atoll (GDh),7,3
2000,Mulakatholhu (M),Gnaviyani (Gn),8,4
2000,Mulakatholhu (M),Addu (S),14,8
2000,North Nilandhe Atoll (F),South Nilandhe Atoll (Dh),89,15
2000,North Nilandhe Atoll (F),Kolhumadulu (Th),14,2
2000,North Nilandhe Atoll (F),Hadhdhunmathi (L),6,5
2000,North Nilandhe Atoll (F),North Huvadhu Atoll (GA),1,0
2000,North Nilandhe Atoll (F),South Huvadhu Atoll (GDh),0,1
2000,North Nilandhe Atoll (F),Gnaviyani (Gn),11,0
2000,North Nilandhe Atoll (F),Addu (S),29,5
2000,South Nilandhe Atoll (Dh),Kolhumadulu (Th),20,4
2000,South Nilandhe Atoll (Dh),Hadhdhunmathi (L),12,3
2000,South Nilandhe Atoll (Dh),North Huvadhu Atoll (GA),8,1
2000,South Nilandhe Atoll (Dh),South Huvadhu Atoll (GDh),15,5
2000,South Nilandhe Atoll (Dh),Gnaviyani (Gn),5,0
2000,South Nilandhe Atoll (Dh),Addu (S),38,8
2000,Kolhumadulu (Th),Hadhdhunmathi (L),72,48
2000,Kolhumadulu (Th),North Huvadhu Atoll (GA),14,19
2000,Kolhumadulu (Th),South Huvadhu Atoll (GDh),13,11
2000,Kolhumadulu (Th),Gnaviyani (Gn),0,5
2000,Kolhumadulu (Th),Addu (S),13,14
2000,Hadhdhunmathi (L),North Huvadhu Atoll (GA),12,12
2000,Hadhdhunmathi (L),South Huvadhu Atoll (GDh),31,36
2000,Hadhdhunmathi (L),Gnaviyani (Gn),6,4
2000,Hadhdhunmathi (L),Addu (S),17,13
2000,North Huvadhu Atoll (GA),South Huvadhu Atoll (GDh),111,282
2000,North Huvadhu Atoll (GA),Gnaviyani (Gn),12,38
2000,North Huvadhu Atoll (GA),Addu (S),22,101
2000,South Huvadhu Atoll (GDh),Gnaviyani (Gn),14,102
2000,South Huvadhu Atoll (GDh),Addu (S),72,133
2000,Gnaviyani (Gn),Addu (S),51,87
2006,Male' ,North Thiladhunmathi (HA),4032,75
2006,Male' ,South Thiladhunmathi (HDh),3765,106
2006,Male' ,North Miladhunmadulu (Sh),1696,63
2006,Male' ,South Miladhunmadulu (N),2554,83
2006,Male' ,North Maalhosmadulu (R),2852,90
2006,Male' ,South Maalhosmadulu (B),2290,126
2006,Male' ,Faadhippolhu (Lh),2019,127
2006,Male' ,Male' Atoll (K),1695,668
2006,Male' ,North Ari Atoll (AA),1186,68
2006,Male' ,South Ari Atoll (ADh),1179,122
2006,Male' ,Felidhu Atoll (V),545,32
2006,Male' ,Mulakatholhu (M),1397,63
2006,Male' ,North Nilandhe Atoll (F),735,22
2006,Male' ,South Nilandhe Atoll (Dh),1426,58
2006,Male' ,Kolhumadulu (Th),4061,112
2006,Male' ,Hadhdhunmathi (L),2007,137
2006,Male' ,North Huvadhu Atoll (GA),3004,69
2006,Male' ,South Huvadhu Atoll (GDh),5560,129
2006,Male' ,Gnaviyani (Gn),1610,45
2006,Male' ,Addu (S),6923,157
2006,North Thiladhunmathi (HA),South Thiladhunmathi (HDh),183,148
2006,North Thiladhunmathi (HA),North Miladhunmadulu (Sh),30,36
2006,North Thiladhunmathi (HA),South Miladhunmadulu (N),22,49
2006,North Thiladhunmathi (HA),North Maalhosmadulu (R),28,18
2006,North Thiladhunmathi (HA),South Maalhosmadulu (B),13,37
2006,North Thiladhunmathi (HA),Faadhippolhu (Lh),48,46
2006,North Thiladhunmathi (HA),Male' Atoll (K),10,669
2006,North Thiladhunmathi (HA),North Ari Atoll (AA),2,81
2006,North Thiladhunmathi (HA),South Ari Atoll (ADh),1,73
2006,North Thiladhunmathi (HA),Felidhu Atoll (V),2,15
2006,North Thiladhunmathi (HA),Mulakatholhu (M),9,16
2006,North Thiladhunmathi (HA),North Nilandhe Atoll (F),7,4
2006,North Thiladhunmathi (HA),South Nilandhe Atoll (Dh),4,24
2006,North Thiladhunmathi (HA),Kolhumadulu (Th),25,7
2006,North Thiladhunmathi (HA),Hadhdhunmathi (L),22,49
2006,North Thiladhunmathi (HA),North Huvadhu Atoll (GA),9,6
2006,North Thiladhunmathi (HA),South Huvadhu Atoll (GDh),24,18
2006,North Thiladhunmathi (HA),Gnaviyani (Gn),10,11
2006,North Thiladhunmathi (HA),Addu (S),19,30
2006,South Thiladhunmathi (HDh),North Miladhunmadulu (Sh),77,76
2006,South Thiladhunmathi (HDh),South Miladhunmadulu (N),23,14
2006,South Thiladhunmathi (HDh),North Maalhosmadulu (R),29,24
2006,South Thiladhunmathi (HDh),South Maalhosmadulu (B),19,36
2006,South Thiladhunmathi (HDh),Faadhippolhu (Lh),16,35
2006,South Thiladhunmathi (HDh),Male' Atoll (K),15,734
2006,South Thiladhunmathi (HDh),North Ari Atoll (AA),5,137
2006,South Thiladhunmathi (HDh),South Ari Atoll (ADh),5,117
2006,South Thiladhunmathi (HDh),Felidhu Atoll (V),5,11
2006,South Thiladhunmathi (HDh),Mulakatholhu (M),6,31
2006,South Thiladhunmathi (HDh),North Nilandhe Atoll (F),2,10
2006,South Thiladhunmathi (HDh),South Nilandhe Atoll (Dh),11,12
2006,South Thiladhunmathi (HDh),Kolhumadulu (Th),8,19
2006,South Thiladhunmathi (HDh),Hadhdhunmathi (L),16,35
2006,South Thiladhunmathi (HDh),North Huvadhu Atoll (GA),6,9
2006,South Thiladhunmathi (HDh),South Huvadhu Atoll (GDh),19,17
2006,South Thiladhunmathi (HDh),Gnaviyani (Gn),12,8
2006,South Thiladhunmathi (HDh),Addu (S),22,25
2006,North Miladhunmadulu (Sh),South Miladhunmadulu (N),42,52
2006,North Miladhunmadulu (Sh),North Maalhosmadulu (R),115,39
2006,North Miladhunmadulu (Sh),South Maalhosmadulu (B),15,56
2006,North Miladhunmadulu (Sh),Faadhippolhu (Lh),15,101
2006,North Miladhunmadulu (Sh),Male' Atoll (K),13,389
2006,North Miladhunmadulu (Sh),North Ari Atoll (AA),1,78
2006,North Miladhunmadulu (Sh),South Ari Atoll (ADh),8,58
2006,North Miladhunmadulu (Sh),Felidhu Atoll (V),4,10
2006,North Miladhunmadulu (Sh),Mulakatholhu (M),5,5
2006,North Miladhunmadulu (Sh),North Nilandhe Atoll (F),0,32
2006,North Miladhunmadulu (Sh),South Nilandhe Atoll (Dh),4,25
2006,North Miladhunmadulu (Sh),Kolhumadulu (Th),4,8
2006,North Miladhunmadulu (Sh),Hadhdhunmathi (L),7,9
2006,North Miladhunmadulu (Sh),North Huvadhu Atoll (GA),9,5
2006,North Miladhunmadulu (Sh),South Huvadhu Atoll (GDh),11,13
2006,North Miladhunmadulu (Sh),Gnaviyani (Gn),9,3
2006,North Miladhunmadulu (Sh),Addu (S),17,16
2006,South Miladhunmadulu (N),North Maalhosmadulu (R),129,52
2006,South Miladhunmadulu (N),South Maalhosmadulu (B),11,33
2006,South Miladhunmadulu (N),Faadhippolhu (Lh),57,324
2006,South Miladhunmadulu (N),Male' Atoll (K),12,388
2006,South Miladhunmadulu (N),North Ari Atoll (AA),1,25
2006,South Miladhunmadulu (N),South Ari Atoll (ADh),5,110
2006,South Miladhunmadulu (N),Felidhu Atoll (V),0,30
2006,South Miladhunmadulu (N),Mulakatholhu (M),19,9
2006,South Miladhunmadulu (N),North Nilandhe Atoll (F),0,6
2006,South Miladhunmadulu (N),South Nilandhe Atoll (Dh),4,32
2006,South Miladhunmadulu (N),Kolhumadulu (Th),19,12
2006,South Miladhunmadulu (N),Hadhdhunmathi (L),10,29
2006,South Miladhunmadulu (N),North Huvadhu Atoll (GA),3,12
2006,South Miladhunmadulu (N),South Huvadhu Atoll (GDh),8,20
2006,South Miladhunmadulu (N),Gnaviyani (Gn),1,6
2006,South Miladhunmadulu (N),Addu (S),13,25
2006,North Maalhosmadulu (R),South Maalhosmadulu (B),55,147
2006,North Maalhosmadulu (R),Faadhippolhu (Lh),21,182
2006,North Maalhosmadulu (R),Male' Atoll (K),15,309
2006,North Maalhosmadulu (R),North Ari Atoll (AA),9,74
2006,North Maalhosmadulu (R),South Ari Atoll (ADh),18,56
2006,North Maalhosmadulu (R),Felidhu Atoll (V),1,9
2006,North Maalhosmadulu (R),Mulakatholhu (M),16,16
2006,North Maalhosmadulu (R),North Nilandhe Atoll (F),2,3
2006,North Maalhosmadulu (R),South Nilandhe Atoll (Dh),5,24
2006,North Maalhosmadulu (R),Kolhumadulu (Th),15,36
2006,North Maalhosmadulu (R),Hadhdhunmathi (L),5,46
2006,North Maalhosmadulu (R),North Huvadhu Atoll (GA),5,15
2006,North Maalhosmadulu (R),South Huvadhu Atoll (GDh),17,18
2006,North Maalhosmadulu (R),Gnaviyani (Gn),12,9
2006,North Maalhosmadulu (R),Addu (S),27,27
